index,Sub-Category,Order Date,Sales,Year,Month
227,Accessories,2017-01-16,90.57,2017,1
228,Accessories,2017-01-17,717.96,2017,1
229,Accessories,2017-01-22,55.176,2017,1
230,Accessories,2017-01-23,99.98,2017,1
231,Accessories,2017-02-07,100.0,2017,2
232,Accessories,2017-02-09,121.83,2017,2
233,Accessories,2017-02-16,89.97,2017,2
234,Accessories,2017-02-21,12.99,2017,2
235,Accessories,2017-02-22,36.24,2017,2
236,Accessories,2017-03-03,41.72,2017,3
237,Accessories,2017-03-04,159.98,2017,3
238,Accessories,2017-03-08,27.96,2017,3
239,Accessories,2017-03-09,199.75,2017,3
240,Accessories,2017-03-10,66.842,2017,3
241,Accessories,2017-03-11,45.98,2017,3
242,Accessories,2017-03-13,379.96,2017,3
243,Accessories,2017-03-15,83.976,2017,3
244,Accessories,2017-03-22,58.58,2017,3
245,Accessories,2017-03-25,1287.45,2017,3
246,Accessories,2017-03-26,119.976,2017,3
247,Accessories,2017-03-31,31.984,2017,3
248,Accessories,2017-04-04,89.97,2017,4
249,Accessories,2017-04-08,431.928,2017,4
250,Accessories,2017-04-15,700.704,2017,4
251,Accessories,2017-04-16,35.168,2017,4
252,Accessories,2017-04-23,99.99,2017,4
253,Accessories,2017-04-24,258.696,2017,4
254,Accessories,2017-05-03,564.496,2017,5
255,Accessories,2017-05-06,26.176,2017,5
256,Accessories,2017-05-07,199.95,2017,5
257,Accessories,2017-05-08,58.112,2017,5
258,Accessories,2017-05-09,93.98,2017,5
259,Accessories,2017-05-12,120.0,2017,5
260,Accessories,2017-05-14,185.528,2017,5
261,Accessories,2017-05-21,66.26,2017,5
262,Accessories,2017-05-22,95.1,2017,5
263,Accessories,2017-05-26,111.912,2017,5
264,Accessories,2017-05-28,131.6,2017,5
265,Accessories,2017-05-30,2315.64,2017,5
266,Accessories,2017-06-06,557.12,2017,6
267,Accessories,2017-06-11,629.94,2017,6
268,Accessories,2017-06-14,47.754,2017,6
269,Accessories,2017-06-17,30.0,2017,6
270,Accessories,2017-06-20,147.868,2017,6
271,Accessories,2017-06-26,174.546,2017,6
272,Accessories,2017-06-30,50.12,2017,6
273,Accessories,2017-07-01,30.84,2017,7
274,Accessories,2017-07-14,29.0,2017,7
275,Accessories,2017-07-16,75.98,2017,7
276,Accessories,2017-07-17,428.4,2017,7
277,Accessories,2017-07-18,15.576,2017,7
278,Accessories,2017-07-19,389.97,2017,7
279,Accessories,2017-07-22,109.95,2017,7
280,Accessories,2017-08-03,167.28,2017,8
281,Accessories,2017-08-07,179.97,2017,8
282,Accessories,2017-08-12,1399.944,2017,8
283,Accessories,2017-08-13,71.98,2017,8
284,Accessories,2017-08-14,279.96,2017,8
285,Accessories,2017-08-21,254.97,2017,8
286,Accessories,2017-08-23,668.38,2017,8
287,Accessories,2017-08-26,985.8580000000001,2017,8
288,Accessories,2017-08-29,95.976,2017,8
289,Accessories,2017-09-01,548.17,2017,9
290,Accessories,2017-09-02,1172.24,2017,9
291,Accessories,2017-09-04,279.95,2017,9
292,Accessories,2017-09-05,116.0,2017,9
293,Accessories,2017-09-06,31.86,2017,9
294,Accessories,2017-09-08,92.75200000000001,2017,9
295,Accessories,2017-09-11,3347.37,2017,9
296,Accessories,2017-09-12,20.7,2017,9
297,Accessories,2017-09-19,249.95,2017,9
298,Accessories,2017-09-25,499.95,2017,9
299,Accessories,2017-09-26,531.976,2017,9
300,Accessories,2017-09-29,209.97,2017,9
301,Accessories,2017-10-01,79.512,2017,10
302,Accessories,2017-10-06,67.96,2017,10
303,Accessories,2017-10-13,191.976,2017,10
304,Accessories,2017-10-14,1849.454,2017,10
305,Accessories,2017-10-21,204.24,2017,10
306,Accessories,2017-10-24,1109.97,2017,10
307,Accessories,2017-11-01,68.112,2017,11
308,Accessories,2017-11-03,154.95,2017,11
309,Accessories,2017-11-05,813.6500000000001,2017,11
310,Accessories,2017-11-07,599.946,2017,11
311,Accessories,2017-11-09,479.97,2017,11
312,Accessories,2017-11-10,458.86400000000003,2017,11
313,Accessories,2017-11-11,191.938,2017,11
314,Accessories,2017-11-12,31.984,2017,11
315,Accessories,2017-11-14,499.98,2017,11
316,Accessories,2017-11-15,99.39,2017,11
317,Accessories,2017-11-18,1914.96,2017,11
318,Accessories,2017-11-20,283.86400000000003,2017,11
319,Accessories,2017-11-21,81.576,2017,11
320,Accessories,2017-11-22,24.032,2017,11
321,Accessories,2017-11-24,1840.748,2017,11
322,Accessories,2017-11-25,219.976,2017,11
323,Accessories,2017-11-26,59.97,2017,11
324,Accessories,2017-11-27,97.35,2017,11
325,Accessories,2017-11-28,101.7,2017,11
326,Accessories,2017-11-29,58.416,2017,11
327,Accessories,2017-12-02,165.6,2017,12
328,Accessories,2017-12-03,1649.95,2017,12
329,Accessories,2017-12-04,78.15,2017,12
330,Accessories,2017-12-08,84.672,2017,12
331,Accessories,2017-12-09,79.02,2017,12
332,Accessories,2017-12-10,44.75,2017,12
333,Accessories,2017-12-11,555.76,2017,12
334,Accessories,2017-12-12,633.902,2017,12
335,Accessories,2017-12-13,63.88,2017,12
336,Accessories,2017-12-16,21.21,2017,12
337,Accessories,2017-12-17,165.6,2017,12
338,Accessories,2017-12-18,957.886,2017,12
339,Accessories,2017-12-20,66.3,2017,12
340,Accessories,2017-12-24,255.68,2017,12
341,Accessories,2017-12-25,800.14,2017,12
342,Accessories,2017-12-26,89.97,2017,12
343,Accessories,2017-12-27,40.0,2017,12
344,Accessories,2018-01-02,16.59,2018,1
345,Accessories,2018-01-14,169.064,2018,1
346,Accessories,2018-01-15,110.576,2018,1
347,Accessories,2018-01-21,799.9200000000001,2018,1
348,Accessories,2018-01-23,95.984,2018,1
349,Accessories,2018-01-27,71.976,2018,1
350,Accessories,2018-01-28,689.88,2018,1
351,Accessories,2018-02-09,127.984,2018,2
352,Accessories,2018-02-13,799.96,2018,2
353,Accessories,2018-02-18,109.53,2018,2
354,Accessories,2018-02-20,31.992,2018,2
355,Accessories,2018-02-21,47.904,2018,2
356,Accessories,2018-02-24,1319.8,2018,2
357,Accessories,2018-03-02,479.94,2018,3
358,Accessories,2018-03-03,1149.42,2018,3
359,Accessories,2018-03-05,299.97,2018,3
360,Accessories,2018-03-07,49.08,2018,3
361,Accessories,2018-03-09,199.98,2018,3
362,Accessories,2018-03-10,111.96,2018,3
363,Accessories,2018-03-11,63.88,2018,3
364,Accessories,2018-03-13,214.95,2018,3
365,Accessories,2018-03-16,159.984,2018,3
366,Accessories,2018-03-17,128.66,2018,3
367,Accessories,2018-03-18,27.816,2018,3
368,Accessories,2018-03-19,299.5,2018,3
369,Accessories,2018-03-20,503.93,2018,3
370,Accessories,2018-03-24,26.0,2018,3
371,Accessories,2018-03-26,197.21,2018,3
372,Accessories,2018-03-27,39.992,2018,3
373,Accessories,2018-04-02,360.0,2018,4
374,Accessories,2018-04-07,617.976,2018,4
375,Accessories,2018-04-10,195.726,2018,4
376,Accessories,2018-04-11,227.07,2018,4
377,Accessories,2018-04-16,25.98,2018,4
378,Accessories,2018-04-17,274.89,2018,4
379,Accessories,2018-04-21,59.516,2018,4
380,Accessories,2018-04-23,200.748,2018,4
381,Accessories,2018-04-24,69.98,2018,4
382,Accessories,2018-04-25,107.97,2018,4
383,Accessories,2018-04-30,2.376,2018,4
384,Accessories,2018-05-01,48.9,2018,5
385,Accessories,2018-05-02,159.56,2018,5
386,Accessories,2018-05-06,408.744,2018,5
387,Accessories,2018-05-07,79.99,2018,5
388,Accessories,2018-05-09,199.98,2018,5
389,Accessories,2018-05-12,87.4,2018,5
390,Accessories,2018-05-14,1489.9,2018,5
391,Accessories,2018-05-18,36.048,2018,5
392,Accessories,2018-05-19,404.09000000000003,2018,5
393,Accessories,2018-05-22,68.46,2018,5
394,Accessories,2018-05-25,120.0,2018,5
395,Accessories,2018-05-26,23.08,2018,5
396,Accessories,2018-05-27,125.352,2018,5
397,Accessories,2018-05-28,271.968,2018,5
398,Accessories,2018-05-30,35.36,2018,5
399,Accessories,2018-06-03,1460.642,2018,6
400,Accessories,2018-06-08,89.544,2018,6
401,Accessories,2018-06-10,132.52,2018,6
402,Accessories,2018-06-12,63.92,2018,6
403,Accessories,2018-06-16,479.952,2018,6
404,Accessories,2018-06-17,101.34,2018,6
405,Accessories,2018-06-19,225.448,2018,6
406,Accessories,2018-06-20,389.91999999999996,2018,6
407,Accessories,2018-06-26,431.928,2018,6
408,Accessories,2018-06-27,1287.45,2018,6
409,Accessories,2018-06-29,62.31,2018,6
410,Accessories,2018-07-03,2030.6799999999998,2018,7
411,Accessories,2018-07-07,796.6959999999999,2018,7
412,Accessories,2018-07-08,191.9,2018,7
413,Accessories,2018-07-11,1420.05,2018,7
414,Accessories,2018-07-14,140.97,2018,7
415,Accessories,2018-07-15,41.9,2018,7
416,Accessories,2018-07-20,389.97,2018,7
417,Accessories,2018-07-23,559.7,2018,7
418,Accessories,2018-07-26,1649.95,2018,7
419,Accessories,2018-07-27,234.95,2018,7
420,Accessories,2018-07-29,90.57,2018,7
421,Accessories,2018-07-31,41.424,2018,7
422,Accessories,2018-08-03,39.816,2018,8
423,Accessories,2018-08-05,79.78,2018,8
424,Accessories,2018-08-07,319.16,2018,8
425,Accessories,2018-08-12,174.95,2018,8
426,Accessories,2018-08-13,1.584,2018,8
427,Accessories,2018-08-17,98.16,2018,8
428,Accessories,2018-08-18,2363.2400000000002,2018,8
429,Accessories,2018-08-21,33.18,2018,8
430,Accessories,2018-08-26,71.98,2018,8
431,Accessories,2018-08-27,1119.888,2018,8
432,Accessories,2018-08-31,659.9,2018,8
433,Accessories,2018-09-01,19.99,2018,9
434,Accessories,2018-09-02,2375.43,2018,9
435,Accessories,2018-09-03,385.77000000000004,2018,9
436,Accessories,2018-09-04,111.0,2018,9
437,Accessories,2018-09-05,89.568,2018,9
438,Accessories,2018-09-07,406.944,2018,9
439,Accessories,2018-09-08,211.128,2018,9
440,Accessories,2018-09-09,514.5360000000001,2018,9
441,Accessories,2018-09-10,446.706,2018,9
442,Accessories,2018-09-15,59.98,2018,9
443,Accessories,2018-09-16,119.96000000000001,2018,9
444,Accessories,2018-09-17,89.97,2018,9
445,Accessories,2018-09-18,101.34,2018,9
446,Accessories,2018-09-19,239.534,2018,9
447,Accessories,2018-09-20,345.41,2018,9
448,Accessories,2018-09-21,151.96,2018,9
449,Accessories,2018-09-22,1284.094,2018,9
450,Accessories,2018-09-23,539.894,2018,9
451,Accessories,2018-09-24,745.78,2018,9
452,Accessories,2018-09-25,119.96,2018,9
453,Accessories,2018-09-28,54.384,2018,9
454,Accessories,2018-09-29,239.976,2018,9
455,Accessories,2018-09-30,159.98,2018,9
456,Accessories,2018-10-01,104.75,2018,10
457,Accessories,2018-10-03,371.97,2018,10
458,Accessories,2018-10-05,63.824,2018,10
459,Accessories,2018-10-06,319.96,2018,10
460,Accessories,2018-10-07,1115.91,2018,10
461,Accessories,2018-10-08,275.96000000000004,2018,10
462,Accessories,2018-10-12,1908.694,2018,10
463,Accessories,2018-10-13,209.94,2018,10
464,Accessories,2018-10-14,46.36,2018,10
465,Accessories,2018-10-16,18.528,2018,10
466,Accessories,2018-10-21,28.4,2018,10
467,Accessories,2018-10-23,55.2,2018,10
468,Accessories,2018-10-26,19.99,2018,10
469,Accessories,2018-10-28,50.176,2018,10
470,Accessories,2018-10-30,442.4,2018,10
471,Accessories,2018-11-02,2249.91,2018,11
472,Accessories,2018-11-03,284.026,2018,11
473,Accessories,2018-11-04,166.696,2018,11
474,Accessories,2018-11-05,550.74,2018,11
475,Accessories,2018-11-06,125.91,2018,11
476,Accessories,2018-11-07,507.65000000000003,2018,11
477,Accessories,2018-11-09,1118.586,2018,11
478,Accessories,2018-11-10,351.742,2018,11
479,Accessories,2018-11-12,167.28,2018,11
480,Accessories,2018-11-13,547.694,2018,11
481,Accessories,2018-11-14,167.952,2018,11
482,Accessories,2018-11-16,139.96,2018,11
483,Accessories,2018-11-17,671.12,2018,11
484,Accessories,2018-11-18,132.52,2018,11
485,Accessories,2018-11-20,2.97,2018,11
486,Accessories,2018-11-23,74.112,2018,11
487,Accessories,2018-11-26,38.04,2018,11
488,Accessories,2018-11-27,309.89,2018,11
489,Accessories,2018-11-30,479.952,2018,11
490,Accessories,2018-12-01,20.37,2018,12
491,Accessories,2018-12-03,227.07999999999998,2018,12
492,Accessories,2018-12-04,798.718,2018,12
493,Accessories,2018-12-05,304.42,2018,12
494,Accessories,2018-12-07,179.98399999999998,2018,12
495,Accessories,2018-12-08,358.06,2018,12
496,Accessories,2018-12-09,251.32999999999998,2018,12
497,Accessories,2018-12-10,663.25,2018,12
498,Accessories,2018-12-11,156.292,2018,12
499,Accessories,2018-12-14,471.79,2018,12
500,Accessories,2018-12-16,339.9,2018,12
501,Accessories,2018-12-18,149.32,2018,12
502,Accessories,2018-12-21,71.0,2018,12
503,Accessories,2018-12-22,806.754,2018,12
504,Accessories,2018-12-25,190.728,2018,12
505,Appliances,2015-01-18,64.864,2015,1
506,Appliances,2015-01-20,247.716,2015,1
507,Appliances,2015-02-14,81.96,2015,2
508,Appliances,2015-02-16,7.96,2015,2
509,Appliances,2015-03-03,176.772,2015,3
510,Appliances,2015-03-11,146.76,2015,3
511,Appliances,2015-03-17,126.45,2015,3
512,Appliances,2015-03-31,52.98,2015,3
513,Appliances,2015-04-02,154.9,2015,4
514,Appliances,2015-04-15,106.96,2015,4
515,Appliances,2015-04-25,270.72,2015,4
516,Appliances,2015-05-02,26.136,2015,5
517,Appliances,2015-05-04,57.68,2015,5
518,Appliances,2015-05-11,35.91,2015,5
519,Appliances,2015-05-20,33.28,2015,5
520,Appliances,2015-05-21,245.88,2015,5
521,Appliances,2015-05-23,208.16,2015,5
522,Appliances,2015-05-25,75.6,2015,5
523,Appliances,2015-05-30,235.95,2015,5
524,Appliances,2015-06-01,1568.77,2015,6
525,Appliances,2015-06-04,15.56,2015,6
526,Appliances,2015-06-09,114.9,2015,6
527,Appliances,2015-06-20,471.9,2015,6
528,Appliances,2015-06-21,104.116,2015,6
529,Appliances,2015-07-04,32.432,2015,7
530,Appliances,2015-07-14,39.48,2015,7
531,Appliances,2015-07-21,4.992,2015,7
532,Appliances,2015-07-26,4.836,2015,7
533,Appliances,2015-08-01,62.92,2015,8
534,Appliances,2015-08-03,2.6,2015,8
535,Appliances,2015-08-04,1191.71,2015,8
536,Appliances,2015-08-05,79.47,2015,8
537,Appliances,2015-08-08,243.655,2015,8
538,Appliances,2015-08-12,211.248,2015,8
539,Appliances,2015-08-15,152.24,2015,8
540,Appliances,2015-09-02,19.9,2015,9
541,Appliances,2015-09-08,251.41,2015,9
542,Appliances,2015-09-10,81.92,2015,9
543,Appliances,2015-09-12,166.84,2015,9
544,Appliances,2015-09-13,22.66,2015,9
545,Appliances,2015-09-14,666.7479999999999,2015,9
546,Appliances,2015-09-20,74.9,2015,9
547,Appliances,2015-09-21,62.230000000000004,2015,9
548,Appliances,2015-09-26,202.03199999999998,2015,9
549,Appliances,2015-09-30,864.624,2015,9
550,Appliances,2015-10-05,91.92,2015,10
551,Appliances,2015-10-13,213.92,2015,10
552,Appliances,2015-10-14,3.16,2015,10
553,Appliances,2015-10-21,121.792,2015,10
554,Appliances,2015-11-01,610.0600000000001,2015,11
555,Appliances,2015-11-04,58.24,2015,11
556,Appliances,2015-11-07,245.88,2015,11
557,Appliances,2015-11-11,30.76,2015,11
558,Appliances,2015-11-15,333.056,2015,11
559,Appliances,2015-11-17,241.44,2015,11
560,Appliances,2015-11-22,675.12,2015,11
561,Appliances,2015-11-23,34.176,2015,11
562,Appliances,2015-11-25,320.88,2015,11
563,Appliances,2015-11-26,40.54,2015,11
564,Appliances,2015-11-28,43.68,2015,11
565,Appliances,2015-12-02,2.394,2015,12
566,Appliances,2015-12-05,250.26,2015,12
567,Appliances,2015-12-06,14.016,2015,12
568,Appliances,2015-12-09,20.388,2015,12
569,Appliances,2015-12-20,62.944,2015,12
570,Appliances,2015-12-23,263.76,2015,12
571,Appliances,2015-12-24,375.93,2015,12
572,Appliances,2015-12-26,116.208,2015,12
573,Appliances,2015-12-27,10.98,2015,12
574,Appliances,2015-12-28,1737.18,2015,12
575,Appliances,2015-12-29,48.36,2015,12
576,Appliances,2015-12-30,122.94,2015,12
577,Appliances,2016-01-05,87.36,2016,1
578,Appliances,2016-01-09,163.44,2016,1
579,Appliances,2016-02-15,541.44,2016,2
580,Appliances,2016-02-23,26.88,2016,2
581,Appliances,2016-03-01,3.552,2016,3
582,Appliances,2016-03-05,241.67,2016,3
583,Appliances,2016-03-21,962.08,2016,3
584,Appliances,2016-03-24,6.992,2016,3
585,Appliances,2016-03-29,73.28,2016,3
586,Appliances,2016-04-02,32.192,2016,4
587,Appliances,2016-04-04,644.076,2016,4
588,Appliances,2016-04-05,98.112,2016,4
589,Appliances,2016-04-07,463.248,2016,4
590,Appliances,2016-04-09,370.14,2016,4
591,Appliances,2016-04-11,406.6,2016,4
592,Appliances,2016-04-13,75.84,2016,4
593,Appliances,2016-04-14,35.208,2016,4
594,Appliances,2016-04-16,45.216,2016,4
595,Appliances,2016-04-17,1447.65,2016,4
596,Appliances,2016-04-19,19.568,2016,4
597,Appliances,2016-04-25,478.83,2016,4
